
11	3	10.147136	1.548436	0.012406	6.815653	6.828059	
12	5	10.315469	1.302209	0.039968	6.600190	6.640158	
13	4	10.080997	1.492291	0.043431	5.648938	5.692369	
14	2	10.093870	1.337809	0.000000	6.317789	6.317789	
15	4	10.267143	1.375082	0.085446	7.361276	7.446722	
16	2	10.132697	1.121705	0.000000	7.167682	7.167682	
17	5	10.163839	1.574875	0.011305	7.286711	7.298016	
18	3	10.026275	1.111608	0.018629	7.290452	7.309081	
19	10	10.386253	1.438144	0.015134	7.542998	7.558131	
20	2	10.142674	1.051581	0.000000	6.476662	6.476662	
21	2	10.045987	1.320299	0.000000	5.506973	5.506973	
22	3	10.012187	1.044389	0.007269	6.528148	6.535417	
23	6	10.160784	0.944863	0.521197	6.631317	7.152514	
24	7	10.610464	1.240341	0.109635	6.287322	6.396956	
25	5	10.005277	1.085576	0.000000	7.138569	7.138569	
26	2	10.041166	1.368585	0.000000	6.626379	6.626379	
27	2	9.983960	0.925719	0.000000	7.323795	7.323795	
28	3	10.265260	1.429830	0.000000	6.660965	6.660965	
29	3	10.249751	1.163690	0.000000	7.334215	7.334215	
30	3	10.225437	1.275367	0.014443	6.205070	6.219513	
31	6	10.644394	1.351720	0.000000	6.940035	6.940035	
32	2	10.084125	1.304486	0.000000	6.938741	6.938741	
33	2	10.051437	1.085088	0.000000	7.373570	7.373570	
34	2	10.062469	1.173271	0.000000	7.279485	7.279485	
35	3	10.128658	1.304990	0.001613	6.118096	6.119709	
36	4	10.009771	1.073653	0.000000	6.632200	6.632200	
37	4	10.314201	0.920362	0.022053	7.118585	7.140637	
38	3	10.125952	0.930505	0.009844	5.502334	5.512178	
39	5	10.150298	1.174104	0.000000	6.726442	6.726442	
40	2	10.027256	1.775321	0.000000	6.324098	6.324098	
41	3	10.295609	1.135555	0.027594	6.756011	6.783606	
42	5	10.112955	1.448561	0.053663	6.983844	7.037507	
43	4	10.165092	1.433513	0.000000	6.657956	6.657956	
44	3	10.074137	1.250252	0.000125	6.225539	6.225665	
45	5	10.151825	0.878291	0.000026	6.888116	6.888142	
46	3	9.939271	1.656489	0.035170	7.088752	7.123922	
47	3	10.193696	1.319896	0.050467	6.491249	6.541717	
48	2	9.968625	1.349710	0.000000	5.866098	5.866098	
49	4	10.728699	1.068345	0.000000	5.883232	5.883232	
50	2	10.320900	1.388467	0.000000	6.891342	6.891342	
51	3	10.190660	1.104850	0.000367	7.162017	7.162384	
52	2	10.155697	1.452779	0.000000	6.506457	6.506457	
53	4	10.132261	1.161953	0.000000	6.803626	6.803626	
54	6	10.589392	1.230822	0.059722	5.863086	5.922808	
55	2	10.128455	1.339048	0.000000	8.501303	8.501303	
56	2	10.111986	1.212299	0.000000	6.915629	6.915629	
57	3	10.134835	1.061317	0.078052	6.397726	6.475778	
58	2	10.061183	0.954199	0.000000	6.761809	6.761809	
59	6	9.935662	1.451588	0.040924	6.823630	6.864554	
60	5	10.035909	1.400868	0.035662	6.310600	6.346262	
61	6	9.893071	0.927391	0.000000	6.835632	6.835632	
62	5	10.264325	1.043391	0.012521	7.523548	7.536069	
63	2	10.334052	1.168773	0.000000	6.295679	6.295679	
64	2	10.269240	1.322923	0.000000	7.795131	7.795131	
65	4	10.218012	1.216415	0.000000	6.339232	6.339232	
66	3	10.040187	1.046936	0.044808	7.405957	7.450765	
67	3	10.075836	1.018281	0.000000	6.696939	6.696939	
68	2	10.050830	1.339286	0.000000	6.418009	6.418009	
69	4	10.294249	1.047651	0.000000	6.472365	6.472365	
