
11	1	1	3	2	14	9.757139	5.892412	
12	2	1	2	1	10	-0.678480	0.019948	
12	2	1	2	2	15	10.655455	7.027358	
13	1	1	2	2	15	10.329473	6.603960	
14	2	1	3	1	10	-0.861337	0.032149	
14	2	1	3	2	15	10.869419	7.312415	
15	1	1	2	2	15	10.142050	6.366484	
16	2	1	3	2	15	11.252022	7.836267	
16	2	2	8	2	15	-0.216609	0.001340	
17	2	1	2	2	15	9.750648	5.884575	
17	2	1	31	1	19	-0.858388	0.032953	
18	1	1	3	2	13	10.452299	6.761947	
19	1	1	3	2	17	10.820256	7.246415	
20	2	1	4	1	37	1.094098	0.070463	
20	2	1	4	2	15	11.549717	8.256401	
21	2	1	18	1	29	-0.842806	0.029758	
21	2	1	3	2	14	11.003919	7.494505	
22	2	1	3	1	10	-0.712331	0.021988	
22	2	1	3	2	15	10.195843	6.434198	
23	1	1	3	2	15	9.393700	5.461620	
24	1	1	4	2	14	10.029841	6.226388	
25	1	1	3	2	15	10.490197	6.811072	
26	2	1	4	2	13	10.139837	6.363706	
26	2	1	35	1	26	-0.370154	0.005937	
27	1	1	3	2	14	10.504482	6.829634	
28	1	1	3	2	13	10.031198	6.228074	
29	3	1	14	1	13	1.464710	0.025734	
29	3	1	13	1	2	-1.498169	0.106274	
29	3	1	2	2	15	10.264000	6.520508	
30	1	1	2	2	14	10.340744	6.618380	
31	2	2	24	2	15	0.173364	0.000743	
31	2	1	3	2	15	9.765412	5.902409	
32	1	1	3	2	16	10.059476	6.263237	
33	3	1	34	1	34	-1.881314	0.065782	
33	3	1	15	1	15	4.032174	0.040646	
33	3	1	4	2	15	10.448970	6.757641	
34	1	1	3	2	15	10.147060	6.372775	
35	1	1	3	2	16	10.298631	6.564583	
36	1	1	3	2	17	10.408322	6.705167	
37	2	2	38	2	16	-0.609715	0.021066	
37	2	1	4	2	16	10.948652	7.419411	
38	2	1	41	1	40	-0.725100	0.000000	
38	2	1	3	2	14	10.546710	6.884655	
39	3	2	33	2	41	1.225194	0.042872	
39	3	2	5	2	25	0.047259	0.000114	
39	3	1	3	2	15	10.168257	6.399428	
40	1	1	3	2	14	10.228299	6.475226	
41	1	1	3	2	16	10.478556	6.795963	
42	1	1	3	2	15	10.139385	6.363138	
43	1	1	2	2	15	11.003860	7.494423	
44	1	1	4	2	14	10.366786	6.651758	
45	2	1	4	2	15	10.334998	6.611027	
45	2	2	30	1	31	-0.011081	0.000008	
46	2	1	12	1	25	-1.960073	0.155228	
46	2	1	4	2	16	10.068508	6.274490	
