
11	3	10.221183	0.862409	22.299103	0.083091	22.382194	
12	5	10.652741	1.250897	24.670029	0.129681	24.799710	
13	1	10.113857	0.973645	25.070952	0.000000	25.070952	
14	1	10.017722	1.348366	24.015041	0.000000	24.015041	
15	1	10.086587	1.010263	25.191664	0.000000	25.191664	
16	4	9.759937	0.954311	24.764078	0.000684	24.764762	
17	1	10.002621	1.075957	22.249239	0.000000	22.249239	
18	2	10.228893	0.792511	23.371079	0.000000	23.371079	
19	1	10.022669	1.149898	24.011668	0.000000	24.011668	
20	1	9.904294	0.824197	23.278651	0.000000	23.278651	
21	2	10.114458	0.910871	24.379776	0.000000	24.379776	
22	1	10.070848	0.908826	23.030662	0.000000	23.030662	
23	2	10.259370	1.022080	22.756376	0.000000	22.756376	
24	1	9.999523	1.078255	23.143395	0.000000	23.143395	
25	1	10.087905	0.982899	23.003656	0.000000	23.003656	
26	1	10.170566	0.831194	21.856980	0.000000	21.856980	
27	1	10.074281	0.878267	24.082012	0.000000	24.082012	
28	1	10.182404	1.005928	24.769407	0.000000	24.769407	
29	3	9.854007	1.010806	22.333776	0.005203	22.338979	
30	4	10.085526	0.736760	24.318737	0.067133	24.385870	
31	1	10.088850	0.969900	22.227727	0.000000	22.227727	
32	1	10.066977	0.933807	23.976458	0.000000	23.976458	
33	4	9.925155	0.954070	23.171259	0.052188	23.223446	
34	1	10.015187	1.074418	22.982165	0.000000	22.982165	
35	3	9.962028	0.917992	23.350135	0.024521	23.374656	
36	5	10.198433	0.829648	23.836029	0.160136	23.996164	
37	1	10.065479	1.236987	24.183758	0.000000	24.183758	
38	1	10.084253	0.954281	23.270048	0.000000	23.270048	
39	2	10.027005	0.986272	25.420991	0.000000	25.420991	
40	1	10.035422	0.968710	21.847380	0.000000	21.847380	
41	1	9.973989	0.948498	23.282967	0.000000	23.282967	
42	5	10.441033	0.656371	22.420869	0.120282	22.541151	
43	6	10.299922	0.818671	23.829337	0.049520	23.878857	
44	1	10.302652	0.769120	23.510621	0.000000	23.510621	
45	1	9.966590	0.943011	22.587335	0.000000	22.587335	
46	3	10.000649	0.827206	22.421346	0.031110	22.452455	
47	1	10.012197	1.109436	23.229703	0.000000	23.229703	
48	1	10.030755	0.962292	24.039535	0.000000	24.039535	
49	3	9.947976	0.757678	24.173692	0.000337	24.174029	
50	1	9.946901	0.818017	22.885459	0.000000	22.885459	
51	1	9.999903	1.072814	22.028993	0.000000	22.028993	
52	1	10.246791	1.116322	24.281336	0.000000	24.281336	
53	3	10.382379	0.804422	23.127037	0.208161	23.335199	
54	1	10.103274	0.903773	22.596413	0.000000	22.596413	
55	3	9.987679	1.021913	20.792831	0.000171	20.793002	
56	1	10.022987	0.886046	24.308243	0.000000	24.308243	
57	2	9.999665	0.934215	22.575481	0.000000	22.575481	
58	5	10.497272	0.703122	22.151368	0.429753	22.581121	
59	5	10.437055	0.891389	20.821812	0.227225	21.049038	
60	1	10.066127	0.934842	24.395756	0.000000	24.395756	
61	1	10.053358	0.912619	22.527937	0.000000	22.527937	
62	1	10.066332	1.128081	21.212100	0.000000	21.212100	
63	1	9.959434	0.866800	24.038248	0.000000	24.038248	
64	2	9.908601	0.829598	21.278562	0.000000	21.278562	
65	1	10.088327	0.975941	24.851893	0.000000	24.851893	
66	2	9.912632	0.882653	21.747453	0.000000	21.747453	
67	1	10.016049	1.229326	24.246643	0.000000	24.246643	
68	3	9.729524	1.341727	23.995330	0.027149	24.022480	
69	1	10.142735	0.841987	23.112420	0.000000	23.112420	
70	1	10.022670	1.163997	23.405573	0.000000	23.405573	
71	1	9.969005	0.947151	22.521854	0.000000	22.521854	
72	3	10.071688	0.827643	24.729581	0.001498	24.731079	
73	3	10.117382	0.988308	24.737663	0.033614	24.771277	
74	1	9.877348	0.960382	22.197603	0.000000	22.197603	
75	3	9.975658	1.006211	22.829748	0.004746	22.834494	
76	3	10.001324	0.853412	23.071058	0.015887	23.086945	
77	3	10.071500	1.213324	22.536764	0.011635	22.548398	
78	1	9.975204	1.083803	22.109941	0.000000	22.109941	
79	3	10.141229	1.022443	24.079759	0.079265	24.159025	
80	1	10.121531	1.055208	23.625545	0.000000	23.625545	
81	1	10.078854	1.040626	22.563494	0.000000	22.563494	
82	1	10.161431	1.337159	24.850744	0.000000	24.850744	
83	3	9.439265	0.836761	23.133265	0.032903	23.166168	
84	1	10.027731	0.921201	22.384442	0.000000	22.384442	
85	1	9.850100	1.157092	21.774434	0.000000	21.774434	
86	5	10.040885	0.925379	23.465536	0.027362	23.492898	
87	1	10.096111	0.769400	21.846113	0.000000	21.846113	
88	3	10.228417	0.755357	22.625577	0.009214	22.634791	
