
31	9	11	20	0.000000	0.000000	
31	9	2	34	0.000000	0.000000	
31	9	12	0	0.000000	0.000000	
31	9	15	7	0.000000	0.000000	
31	9	4	11	-1.088329	0.296829	
31	9	1	22	-4.312122	4.664579	
31	9	6	26	3.858599	3.736189	
31	9	4	16	-4.692593	5.491841	
31	9	16	1	0.000000	0.000000	
32	6	2	14	-2.995407	2.242899	
32	6	15	8	0.000000	0.000000	
32	6	4	36	-3.206243	2.566944	
32	6	6	27	3.067069	2.359813	
32	6	1	32	-4.667464	5.439830	
32	6	4	16	-5.885293	8.638302	
33	5	4	36	-2.768584	1.919528	
33	5	15	3	-2.232402	1.250829	
33	5	6	26	0.000000	0.000000	
33	5	1	33	-4.725377	5.568844	
33	5	4	16	-6.253104	9.751773	
34	7	5	33	-2.503523	1.569575	
34	7	15	12	-1.773795	0.775139	
34	7	15	7	0.000000	0.000000	
34	7	11	33	-1.695733	0.718809	
34	7	6	30	1.279940	0.406759	
34	7	1	29	-4.382982	4.810810	
34	7	4	17	-5.511237	7.575135	
35	8	19	2	-0.990523	0.243605	
35	8	5	37	-0.124012	0.003859	
35	8	15	7	-1.251168	0.382868	
35	8	2	21	-3.157384	2.498273	
35	8	14	0	0.000000	0.000000	
35	8	6	30	3.009104	2.248186	
35	8	1	32	-5.285988	6.977114	
35	8	4	16	-8.421281	17.686771	
36	6	3	3	0.000000	0.000000	
36	6	15	10	-2.582012	1.630551	
36	6	15	30	0.000000	0.000000	
36	6	6	27	4.293059	4.624909	
36	6	1	34	-2.872845	2.052504	
36	6	4	16	-4.185875	4.369832	
37	8	8	33	0.000000	0.000000	
37	8	15	9	0.000000	0.000000	
37	8	2	16	0.000000	0.000000	
37	8	1	4	-1.966062	0.959737	
37	8	6	25	2.060732	1.063462	
37	8	1	35	-6.269189	9.774225	
37	8	4	17	-7.277889	13.210010	
37	8	2	24	-2.526767	1.599984	
38	5	15	7	-2.613944	1.671132	
38	5	6	27	3.361893	2.832389	
38	5	1	29	-6.094243	9.300759	
38	5	4	16	-5.876273	8.611845	
38	5	2	17	-2.251093	1.269908	
39	5	15	8	-1.968690	0.947922	
39	5	6	26	5.233882	6.868844	
39	5	1	26	-2.813400	1.986751	
39	5	4	16	-6.004515	8.991830	
39	5	1	31	0.000000	0.000000	
40	9	15	2	0.000000	0.000000	
40	9	15	5	-2.366462	1.404219	
40	9	1	35	-1.883478	0.873965	
40	9	4	38	0.000000	0.000000	
40	9	6	24	0.000000	0.000000	
40	9	1	27	-3.172207	2.523241	
40	9	4	16	-6.089693	9.248750	
40	9	6	21	0.000000	0.000000	
40	9	7	23	0.000000	0.000000	
41	8	8	14	0.000000	0.000000	
41	8	1	20	-2.539510	1.617821	
41	8	15	9	0.000000	0.000000	
41	8	19	22	0.000000	0.000000	
41	8	11	19	0.000000	0.000000	
41	8	6	27	4.027264	4.069955	
41	8	1	34	-3.884422	3.767700	
41	8	4	17	-8.561458	18.280485	
42	10	15	16	0.818350	0.166547	
42	10	15	13	-3.362032	2.778333	
42	10	5	33	-2.182035	1.192346	
42	10	15	8	0.000000	0.000000	
42	10	4	40	0.000000	0.000000	
42	10	15	29	0.000000	0.000000	
42	10	6	30	3.471136	2.991582	
42	10	1	29	-5.104014	6.523831	
42	10	4	17	-7.843102	15.341504	
42	10	4	29	0.000000	0.000000	
43	6	15	14	0.000000	0.000000	
43	6	15	8	-2.390051	1.400694	
43	6	4	32	0.000000	0.000000	
43	6	6	26	3.262019	2.668141	
43	6	1	29	-3.502182	3.073709	
43	6	4	17	-4.393520	4.814126	
44	8	15	13	0.000000	0.000000	
44	8	15	7	-1.672759	0.682517	
44	8	4	40	0.000000	0.000000	
44	8	14	28	0.000000	0.000000	
44	8	6	10	2.156718	1.160056	
44	8	6	30	3.302906	2.708632	
44	8	1	33	-5.431309	7.357008	
44	8	4	16	-6.819492	11.598354	
45	7	15	28	-0.431784	0.045212	
45	7	15	8	0.000000	0.000000	
45	7	11	26	-1.583184	0.629094	
45	7	6	26	3.781926	3.586425	
45	7	1	33	-4.653075	5.399734	
45	7	4	16	-7.837279	15.318734	
45	7	11	2	0.000000	0.000000	
46	7	1	29	-5.499116	7.572943	
46	7	14	13	0.000000	0.000000	
46	7	15	6	-1.840537	0.849425	
46	7	4	13	0.000000	0.000000	
46	7	6	26	0.000000	0.000000	
46	7	4	19	-6.402272	10.235089	
46	7	6	23	1.517879	0.577969	
47	5	1	30	-3.136141	2.468562	
47	5	3	12	1.343231	0.451835	
47	5	15	9	-2.763586	1.862914	
47	5	4	10	-6.265786	9.848759	
47	5	6	30	2.402055	1.432596	
48	7	1	30	-3.779355	3.584992	
48	7	6	20	3.617703	3.264060	
48	7	15	8	0.000000	0.000000	
48	7	4	35	0.000000	0.000000	
48	7	4	10	-5.210506	6.810676	
48	7	6	27	0.000000	0.000000	
48	7	19	24	0.010880	0.000030	
49	8	5	7	0.000000	0.000000	
49	8	15	8	-4.322978	4.558405	
49	8	4	36	-1.598225	0.639668	
49	8	4	10	-3.625814	3.297931	
49	8	5	32	-1.640679	0.672892	
49	8	6	30	0.895536	0.199124	
49	8	1	20	-4.269671	4.574654	
49	8	1	40	-3.788886	3.536681	
50	6	15	18	-2.172796	1.180147	
50	6	15	6	0.000000	0.000000	
50	6	4	11	-3.806451	3.630996	
50	6	6	25	0.000000	0.000000	
50	6	1	22	-3.999168	4.010283	
50	6	4	31	-2.800075	1.967473	
51	5	15	23	-1.401154	0.485683	
51	5	2	13	-3.418434	2.917950	
51	5	4	11	-7.084605	12.578143	
51	5	1	32	-3.907789	3.813166	
51	5	4	35	-1.560279	0.610710	
52	5	15	26	0.000000	0.000000	
52	5	4	6	0.568840	0.080965	
52	5	4	16	-6.157430	9.455646	
52	5	1	29	-5.719343	8.197427	
52	5	4	40	0.000000	0.000000	
53	5	1	4	0.000000	0.000000	
53	5	4	16	-6.728523	11.290982	
53	5	15	4	-1.637578	0.672418	
53	5	1	29	-4.035766	4.078785	
53	5	8	31	0.000000	0.000000	
54	5	1	24	-3.414324	2.923110	
54	5	11	17	-0.693369	0.120673	
54	5	4	16	-7.172100	12.828769	
54	5	4	7	0.000000	0.000000	
54	5	9	1	0.000000	0.000000	
55	10	10	0	0.000000	0.000000	
55	10	1	31	-6.106194	9.320504	
55	10	3	10	0.000000	0.000000	
55	10	7	18	0.000000	0.000000	
55	10	4	16	-8.330797	17.308737	
55	10	19	5	0.506312	0.064197	
55	10	2	19	-3.414064	2.925474	
55	10	8	25	0.313136	0.024421	
55	10	13	13	0.000000	0.000000	
55	10	4	1	0.847204	0.180113	
56	6	1	29	-2.183691	1.194157	
56	6	16	10	0.000000	0.000000	
56	6	2	14	-1.177958	0.348089	
56	6	4	16	-7.185777	12.877743	
56	6	1	20	-2.802533	1.971434	
56	6	16	15	0.000000	0.000000	
57	4	1	31	-2.775477	1.929098	
57	4	13	12	-0.535264	0.071910	
57	4	4	16	-7.507217	14.055626	
57	4	17	15	0.000000	0.000000	
58	6	2	22	-2.075594	1.079617	
58	6	1	29	-4.928131	6.081958	
58	6	14	15	0.000000	0.000000	
58	6	1	20	0.000000	0.000000	
58	6	4	16	-6.853714	11.715052	
58	6	17	20	0.000000	0.000000	
59	4	6	29	2.176028	1.187844	
59	4	1	30	-4.394660	4.847338	
59	4	11	16	1.293199	0.419340	
59	4	4	17	-8.006724	15.988288	
60	6	6	26	4.676301	5.487498	
60	6	1	34	-5.629735	7.881985	
60	6	15	8	0.000000	0.000000	
60	6	4	23	0.000000	0.000000	
60	6	4	17	-6.700338	11.196587	
60	6	4	27	0.000000	0.000000	
61	5	6	26	3.911874	3.837120	
61	5	1	33	-5.106492	6.503356	
61	5	15	3	0.000000	0.000000	
61	5	4	16	-7.396529	13.644202	
61	5	8	14	-2.178792	1.180569	
62	7	15	21	0.000000	0.000000	
62	7	6	30	1.517687	0.571903	
62	7	1	29	-4.082036	4.172848	
62	7	15	8	-1.861471	0.847482	
62	7	4	17	-6.275932	9.823102	
62	7	3	5	0.000000	0.000000	
62	7	1	40	0.000000	0.000000	
63	8	6	27	4.950477	6.149837	
63	8	1	32	-4.754305	5.644137	
63	8	15	8	0.000000	0.000000	
63	8	19	23	-3.764906	3.539417	
63	8	5	22	0.000000	0.000000	
63	8	4	17	-4.837365	5.835929	
63	8	16	22	0.000000	0.000000	
63	8	1	17	-1.497307	0.562697	
64	7	6	27	3.909238	3.829742	
64	7	1	34	-3.507249	3.059093	
64	7	15	7	0.000000	0.000000	
64	7	4	16	-6.351320	10.060517	
64	7	3	28	0.000000	0.000000	
64	7	1	19	-4.348030	4.745324	
64	7	15	21	-1.141215	0.321544	
65	9	15	18	0.000000	0.000000	
65	9	6	20	3.517861	3.096520	
65	9	8	29	0.535919	0.071975	
65	9	15	8	-1.092128	0.292467	
65	9	4	40	0.000000	0.000000	
65	9	4	16	-6.705569	11.214078	
65	9	1	34	-5.423291	7.335302	
65	9	16	19	0.000000	0.000000	
65	9	15	14	0.000000	0.000000	
66	10	6	26	4.362575	4.776817	
66	10	14	8	0.000000	0.000000	
66	10	15	8	0.000000	0.000000	
66	10	4	35	0.000000	0.000000	
66	10	4	17	-7.354273	13.488750	
66	10	5	33	-3.286032	2.704098	
66	10	19	23	-3.353857	2.821756	
66	10	1	30	-4.585693	5.276907	
66	10	9	20	0.000000	0.000000	
66	10	15	14	0.000000	0.000000	
67	9	6	27	3.759949	3.540322	
67	9	1	10	-1.308607	0.425183	
67	9	15	9	0.000000	0.000000	
67	9	4	40	0.000000	0.000000	
67	9	4	17	-7.793316	15.147358	
67	9	1	29	-3.653390	3.342496	
67	9	4	8	0.000000	0.000000	
67	9	18	2	0.000000	0.000000	
67	9	15	15	0.000000	0.000000	
68	7	5	33	-4.410679	4.871805	
68	7	6	26	3.689543	3.416850	
68	7	15	11	-3.415671	2.853449	
68	7	4	40	0.000000	0.000000	
68	7	4	16	-6.568785	10.761239	
68	7	1	29	-4.318079	4.669389	
68	7	15	20	1.528610	0.574346	
69	6	6	30	3.024745	2.271618	
69	6	15	8	-1.326707	0.430495	
69	6	4	39	0.000000	0.000000	
69	6	4	16	-6.750449	11.364689	
69	6	1	33	-4.444843	4.933285	
69	6	15	20	1.697273	0.706370	
70	7	6	30	2.668576	1.768142	
70	7	15	8	-1.532173	0.574161	
70	7	4	37	0.000000	0.000000	
70	7	12	22	-2.283838	1.308881	
70	7	4	16	-7.843269	15.342159	
70	7	1	31	-4.839737	5.860843	
70	7	15	21	0.000000	0.000000	
71	9	9	13	0.000000	0.000000	
71	9	6	26	2.423539	1.473905	
71	9	4	37	0.000000	0.000000	
71	9	17	28	0.000000	0.000000	
71	9	4	16	-7.094577	12.552934	
71	9	1	29	-4.728224	5.598544	
71	9	16	5	0.000000	0.000000	
71	9	5	36	0.000000	0.000000	
71	9	15	14	0.000000	0.000000	
72	9	11	28	-0.516776	0.067015	
72	9	1	21	-4.713313	5.574707	
72	9	10	14	0.000000	0.000000	
72	9	4	40	-0.469011	0.054927	
72	9	4	16	-5.671646	8.022515	
72	9	8	25	2.499654	1.558303	
72	9	9	24	0.000000	0.000000	
72	9	14	20	0.000000	0.000000	
72	9	15	14	0.000000	0.000000	
73	3	1	30	-7.081691	12.587132	
73	3	4	10	-7.125571	12.741157	
73	3	3	12	2.727693	1.857866	
74	6	1	18	-1.234771	0.382671	
74	6	1	29	-2.834093	2.011439	
74	6	2	29	0.000000	0.000000	
74	6	4	16	-6.826075	11.620756	
74	6	15	26	0.708848	0.124305	
74	6	7	7	0.000000	0.000000	
75	9	1	16	0.000000	0.000000	
75	9	2	17	-3.231906	2.619107	
75	9	1	34	-3.299723	2.688198	
75	9	2	26	-0.775489	0.150167	
75	9	4	16	-7.251903	13.115844	
75	9	5	24	-2.118710	1.126451	
75	9	10	14	1.314489	0.433594	
75	9	6	30	3.293770	2.693670	
75	9	7	7	0.000000	0.000000	
76	7	4	8	0.000000	0.000000	
76	7	1	17	0.000000	0.000000	
76	7	2	18	-2.882790	2.085829	
76	7	1	33	-3.753061	3.502925	
76	7	4	16	-6.302617	9.906816	
76	7	9	8	0.000000	0.000000	
76	7	7	7	0.000000	0.000000	
77	7	5	10	0.258504	0.016721	
77	7	10	18	0.930384	0.216591	
77	7	2	20	-3.312740	2.754404	
77	7	4	16	-6.474718	10.455240	
77	7	1	39	-5.119030	6.441038	
77	7	12	11	1.637973	0.670674	
77	7	19	3	0.000000	0.000000	
78	4	4	16	-7.368030	13.539263	
78	4	1	29	-4.542329	5.170617	
78	4	6	26	4.309381	4.661038	
78	4	15	9	0.000000	0.000000	
79	6	4	16	-6.008889	9.004936	
79	6	1	26	-4.900003	6.026227	
79	6	6	26	3.015196	2.276721	
79	6	17	21	0.000000	0.000000	
79	6	15	19	-2.374469	1.375245	
79	6	15	12	0.000000	0.000000	
80	9	10	34	0.000000	0.000000	
80	9	8	0	-3.204603	2.545346	
80	9	12	19	0.000000	0.000000	
80	9	16	16	0.000000	0.000000	
80	9	4	17	-5.831606	8.481421	
80	9	1	21	-5.002105	6.276768	
80	9	6	26	1.837517	0.847019	
80	9	9	24	1.472406	0.544032	
80	9	15	4	-2.752482	1.897265	
81	5	11	6	0.000000	0.000000	
81	5	4	16	-6.515016	10.585787	
81	5	1	29	-5.211799	6.802274	
81	5	5	33	0.000000	0.000000	
81	5	2	20	-3.265513	2.676429	
82	7	5	22	-2.557103	1.632751	
82	7	11	6	0.000000	0.000000	
82	7	4	16	-8.572513	18.327724	
82	7	1	29	-3.047150	2.325234	
82	7	15	7	-2.945290	2.121652	
82	7	5	33	0.000000	0.000000	
82	7	6	26	3.081341	2.381825	
83	8	8	30	2.057810	1.062285	
83	8	9	9	-0.831613	0.173545	
83	8	4	16	-6.191253	9.559813	
83	8	1	31	-5.250550	6.875460	
83	8	15	4	0.000000	0.000000	
83	8	8	13	0.000000	0.000000	
83	8	5	4	0.000000	0.000000	
83	8	6	26	0.000000	0.000000	
84	6	4	36	-4.787233	5.750937	
84	6	4	16	-6.412790	10.256196	
84	6	1	29	-5.158621	6.664172	
84	6	15	8	0.000000	0.000000	
84	6	5	7	0.000000	0.000000	
84	6	6	26	2.557324	1.639862	
85	7	18	0	0.000000	0.000000	
85	7	4	39	0.000000	0.000000	
85	7	4	16	-7.768585	15.051372	
85	7	1	29	-4.995540	6.249478	
85	7	15	7	0.000000	0.000000	
85	7	8	18	0.000000	0.000000	
85	7	6	26	2.943808	2.173949	
86	9	5	29	-2.431464	1.479287	
86	9	8	1	0.000000	0.000000	
86	9	2	27	-3.031695	2.295063	
86	9	15	16	0.000000	0.000000	
86	9	4	16	-5.648141	7.956155	
86	9	1	21	-5.819634	8.501039	
86	9	15	5	0.000000	0.000000	
86	9	9	28	1.868788	0.876094	
86	9	6	26	3.237577	2.630832	
87	8	7	25	0.000000	0.000000	
87	8	10	26	0.000000	0.000000	
87	8	4	16	-5.019191	6.282895	
87	8	1	18	-4.828334	5.851235	
87	8	15	4	-3.882624	3.777774	
87	8	12	15	0.000000	0.000000	
87	8	6	26	3.966229	3.948537	
87	8	2	22	-1.309163	0.430088	
88	6	1	33	-3.934050	3.868814	
88	6	4	16	-5.572259	7.743812	
88	6	18	10	0.000000	0.000000	
88	6	15	7	-2.839879	1.972503	
88	6	6	30	0.440790	0.048242	
88	6	6	26	2.746028	1.892617	
89	5	1	31	-2.361165	1.393640	
89	5	4	16	-6.431606	10.316470	
89	5	15	7	0.000000	0.000000	
89	5	6	24	3.599772	3.245107	
89	5	1	12	-1.843874	0.839400	
90	7	5	31	-2.618936	1.719829	
90	7	1	29	-2.383162	1.422283	
90	7	4	16	-7.044905	12.377772	
90	7	3	15	1.894507	0.900374	
90	7	15	9	-2.572047	1.622134	
90	7	8	29	2.645428	1.749404	
90	7	6	30	2.529921	1.589175	
91	6	2	22	-2.171955	1.181355	
91	6	1	30	-6.201306	9.650188	
91	6	4	16	-7.123123	12.654153	
91	6	18	4	0.034733	0.000300	
91	6	15	8	-1.310305	0.419916	
91	6	6	30	3.475102	2.998422	
92	10	2	7	0.000000	0.000000	
92	10	14	5	0.000000	0.000000	
92	10	1	31	-5.468468	7.494050	
92	10	4	17	-7.088921	12.532929	
92	10	19	19	0.000000	0.000000	
92	10	15	7	0.000000	0.000000	
92	10	10	20	0.000000	0.000000	
92	10	3	7	1.321566	0.438135	
92	10	6	26	5.070806	6.454085	
92	10	19	3	0.000000	0.000000	
93	8	1	3	0.000000	0.000000	
93	8	14	12	0.000000	0.000000	
93	8	1	31	-4.162989	4.348906	
93	8	4	16	-6.440260	10.344250	
93	8	5	31	-2.112841	1.114698	
93	8	15	8	0.000000	0.000000	
93	8	2	21	-0.852588	0.182164	
93	8	6	29	4.174343	4.372660	
94	6	3	26	-0.136496	0.004675	
94	6	1	34	-4.558890	5.204717	
94	6	4	16	-7.122058	12.650370	
94	6	15	11	-3.052010	2.299737	
94	6	5	34	-0.556768	0.077809	
94	6	6	26	3.346240	2.804098	
95	5	1	34	-5.995804	8.925913	
95	5	4	16	-4.413778	4.858623	
95	5	15	8	-2.069075	1.047057	
95	5	11	31	-0.333533	0.027921	
95	5	6	30	1.938653	0.933164	
96	4	1	30	-3.237667	2.630978	
96	4	4	17	-4.969975	6.160284	
96	4	15	10	-1.930578	0.913911	
96	4	6	26	4.524217	5.134727	
97	6	17	19	0.000000	0.000000	
97	6	1	30	-4.353807	4.756722	
97	6	4	16	-6.602733	10.872757	
97	6	10	1	0.000000	0.000000	
97	6	15	7	-3.280335	2.638551	
97	6	6	27	3.153411	2.495345	
98	10	3	19	-1.407644	0.494172	
98	10	18	14	0.000000	0.000000	
98	10	4	11	0.000000	0.000000	
98	10	8	12	0.000000	0.000000	
98	10	1	30	-5.070860	6.454222	
98	10	4	17	-6.564896	10.748502	
98	10	1	4	0.000000	0.000000	
98	10	15	8	-1.534257	0.577198	
98	10	19	25	0.000000	0.000000	
98	10	6	26	6.005134	9.051614	
99	7	13	17	-0.498075	0.061946	
99	7	12	9	0.000000	0.000000	
99	7	1	29	-3.913237	3.837580	
99	7	4	16	-5.925316	8.756191	
99	7	15	11	0.000000	0.000000	
99	7	2	31	0.000000	0.000000	
99	7	6	27	4.073774	4.163171	
100	7	8	32	0.000000	0.000000	
100	7	1	33	-6.757703	11.403065	
100	7	4	16	-8.293440	17.153851	
100	7	15	9	0.000000	0.000000	
100	7	4	24	0.000000	0.000000	
100	7	6	26	2.037610	1.039731	
100	7	7	6	0.000000	0.000000	
101	8	1	12	-3.633195	3.296104	
101	8	13	14	0.000000	0.000000	
101	8	2	19	-2.391494	1.435461	
101	8	6	6	2.112341	1.119689	
101	8	1	39	-2.225278	1.219947	
101	8	4	16	-4.912496	6.018617	
101	8	15	7	-1.838449	0.824423	
101	8	6	27	3.181531	2.540048	
102	6	5	12	0.000000	0.000000	
102	6	1	18	-3.111562	2.430020	
102	6	1	36	-1.772146	0.773698	
102	6	4	16	-5.916838	8.731153	
102	6	15	9	-1.169701	0.335489	
102	6	6	27	4.116316	4.246221	
103	6	2	25	-3.279249	2.694847	
103	6	1	29	-5.647020	7.985784	
103	6	4	17	-8.150984	16.569612	
103	6	15	7	-2.936261	2.108663	
103	6	16	2	0.000000	0.000000	
103	6	6	30	5.196745	6.705336	
104	5	15	7	0.000000	0.000000	
104	5	1	36	-2.634917	1.706531	
104	5	6	26	3.292121	2.718829	
104	5	4	16	-6.508888	10.565885	
104	5	1	21	-2.882673	2.085260	
105	7	1	43	-2.296393	1.299168	
105	7	15	6	-2.216015	1.231349	
105	7	6	30	0.000000	0.000000	
105	7	4	16	-7.166342	12.808178	
105	7	1	13	-3.321283	2.747363	
