
31	3	11	20	12	0	-2.699151	0.454797	
31	3	2	34	16	1	-3.898786	0.946462	
31	3	15	7	6	26	-8.290623	4.299628	
32	2	15	8	4	36	-2.610395	0.427568	
32	2	15	8	6	27	-8.060643	4.056045	
33	1	15	3	6	26	-9.693529	5.886933	
34	2	5	33	6	30	0.168819	0.001788	
34	2	15	7	6	30	-10.435486	6.829608	
35	2	15	7	6	30	-8.887591	4.951581	
35	2	14	0	6	30	3.271012	0.671019	
36	2	3	3	15	30	12.587661	9.926939	
36	2	15	10	6	27	-9.191156	5.284415	
37	4	8	33	1	35	1.309962	0.107570	
37	4	15	9	6	25	-10.878808	7.414603	
37	4	2	16	1	35	-3.182451	0.623787	
37	4	1	4	6	25	-1.255576	0.098697	
38	1	15	7	6	27	-8.291538	4.304167	
39	2	15	8	6	26	-12.012640	9.040703	
39	2	4	16	1	31	3.084516	0.590571	
40	5	15	2	7	23	-5.373319	1.809927	
40	5	15	5	6	24	-3.154023	0.623879	
40	5	15	5	4	16	0.285211	0.005096	
40	5	4	38	6	21	6.661574	2.763110	
40	5	1	27	7	23	-1.781948	0.199052	
41	3	8	14	19	22	-0.461544	0.013367	
41	3	15	9	6	27	-10.135363	6.435819	
41	3	19	22	11	19	-4.149321	1.078647	
42	4	15	16	4	40	-10.378263	6.758374	
42	4	15	16	15	29	-4.117388	0.850299	
42	4	15	8	6	30	-10.305222	6.660167	
42	4	4	40	4	29	1.517600	0.110105	
43	2	15	14	4	32	-6.602842	2.735788	
43	2	15	8	6	26	-10.541896	6.957550	
44	3	15	13	4	40	-11.301666	8.002214	
44	3	15	7	6	30	-11.771864	8.690824	
44	3	14	28	1	33	-1.143631	0.082066	
45	2	15	28	11	2	3.475814	0.758113	
45	2	15	8	6	26	-7.336829	3.372423	
46	2	14	13	4	13	-5.427380	1.825235	
46	2	15	6	6	26	-7.584742	3.595173	
47	1	15	9	6	30	-8.575318	4.607080	
48	2	15	8	6	27	-8.489034	4.503547	
48	2	4	35	6	27	5.758177	2.064498	
49	2	5	7	1	20	3.342290	0.698114	
49	2	15	8	6	30	-9.834623	6.065769	
50	1	15	6	6	25	-9.612467	5.788886	
51	2	15	23	4	11	5.530775	1.919397	
51	2	15	23	4	35	-13.218033	10.906795	
52	1	15	26	4	40	-6.355105	2.530293	
53	1	1	4	8	31	8.141882	4.153123	
54	1	4	7	9	1	0.594972	0.022208	
55	4	10	0	1	31	0.896426	0.050396	
55	4	1	31	2	19	-7.825237	3.838581	
55	4	3	10	13	13	6.591255	2.724624	
55	4	7	18	8	25	0.396213	0.009820	
56	2	1	29	16	10	-1.706463	0.181317	
56	2	1	20	16	15	2.759873	0.477203	
57	1	4	16	17	15	5.038642	1.582921	
58	2	1	29	14	15	-0.911024	0.051811	
58	2	1	20	17	20	0.977327	0.059876	
60	2	6	26	15	8	-7.467810	3.493910	
60	2	4	23	4	27	2.675985	0.082135	
61	1	6	26	15	3	-9.051190	5.132590	
62	4	15	21	15	8	2.994053	0.375891	
62	4	6	30	15	8	-5.211327	1.702442	
62	4	6	30	3	5	-2.349570	0.346216	
62	4	1	29	1	40	1.348041	0.077243	
63	3	6	27	15	8	-13.887354	12.024617	
63	3	6	27	5	22	1.227656	0.094520	
63	3	15	8	16	22	-1.284970	0.102809	
64	3	6	27	15	7	-8.062620	4.066389	
64	3	1	34	3	28	-7.835154	3.852261	
64	3	15	7	15	21	1.071999	0.045455	
65	7	15	18	8	29	0.561210	0.019683	
65	7	15	18	15	8	4.108759	0.625444	
65	7	6	20	15	8	-7.320565	3.362653	
65	7	15	8	16	19	1.042968	0.067521	
65	7	15	8	15	14	6.247598	1.034596	
65	7	4	40	15	14	-4.690903	1.380809	
65	7	16	19	15	14	-0.746253	0.034836	
66	4	6	26	15	8	-10.444349	6.817119	
66	4	14	8	1	30	-2.444488	0.370914	
66	4	4	35	15	14	-10.702077	7.170593	
66	4	9	20	15	14	-1.250926	0.098194	
67	5	6	27	15	9	-9.047278	5.133414	
67	5	6	27	4	40	1.516528	0.142988	
67	5	4	40	15	15	-8.820254	4.874022	
67	5	4	8	18	2	3.611687	0.817232	
67	5	18	2	15	15	-1.086956	0.073455	
68	2	6	26	15	11	-11.463924	8.233640	
68	2	4	40	15	20	-9.439189	5.568106	
69	2	6	30	15	8	-9.756110	5.966630	
69	2	4	39	15	20	-5.409749	1.835374	
70	4	6	30	15	8	-9.615076	5.795370	
70	4	6	30	4	37	7.278167	3.318710	
70	4	6	30	15	21	4.388589	1.202301	
70	4	4	37	15	21	-4.387451	1.201678	
71	4	9	13	4	37	0.167992	0.001770	
71	4	4	37	15	14	-7.337176	3.377283	
71	4	17	28	16	5	1.612742	0.163117	
71	4	1	29	5	36	3.581305	0.794733	
72	4	1	21	9	24	4.072310	1.039579	
72	4	10	14	14	20	7.120512	3.179749	
72	4	4	40	15	14	-5.292263	1.754721	
72	4	9	24	15	14	-7.337221	3.367594	
74	2	1	18	7	7	-6.641048	2.689429	
74	2	1	29	2	29	-4.979409	1.555482	
75	2	1	16	6	30	-2.005443	0.252308	
75	2	1	16	7	7	-9.513010	5.626465	
76	3	4	8	1	33	0.165176	0.001707	
76	3	1	17	7	7	-6.983052	2.996477	
76	3	4	16	9	8	3.621202	0.816488	
77	1	5	10	19	3	-0.976507	0.059833	
78	1	6	26	15	9	-8.061305	4.061148	
79	2	1	26	17	21	-2.804883	0.493654	
79	2	6	26	15	12	-11.633305	8.478743	
80	4	10	34	12	19	6.003110	2.254287	
80	4	16	16	15	4	0.366561	0.008378	
80	4	1	21	9	24	-1.833627	0.210117	
80	4	6	26	15	4	-3.212394	0.644905	
81	1	11	6	5	33	7.618088	3.639674	
82	2	11	6	5	33	6.606302	2.737079	
82	2	15	7	6	26	-6.830790	2.915950	
83	2	15	4	6	26	-5.806785	2.115750	
83	2	8	13	5	4	2.015671	0.254806	
84	2	15	8	5	7	-3.026519	0.574641	
84	2	15	8	6	26	-10.635149	7.060747	
85	3	18	0	8	18	-4.091357	1.049796	
85	3	4	39	6	26	8.614039	4.537029	
85	3	15	7	6	26	-7.293519	3.324394	
86	2	8	1	15	16	3.018702	0.570505	
86	2	15	5	6	26	-9.346913	5.476614	
87	3	7	25	15	4	-5.434393	1.814774	
87	3	10	26	12	15	5.812272	2.118665	
87	3	15	4	6	26	-8.579099	4.617351	
88	3	4	16	18	10	-2.981460	0.552660	
88	3	18	10	15	7	2.511521	0.394905	
88	3	15	7	6	26	-8.230293	4.240817	
89	2	15	7	6	24	-8.807797	4.860264	
89	2	6	24	1	12	-4.146966	1.075766	
90	1	15	9	6	30	-11.003950	7.574497	
91	1	15	8	6	30	-7.418114	3.449552	
92	4	2	7	14	5	-0.747273	0.035005	
92	4	19	19	10	20	-1.721534	0.185391	
92	4	19	19	19	3	6.555460	2.692351	
92	4	15	7	6	26	-10.012546	6.280790	
93	2	1	3	14	12	-1.650853	0.171016	
93	2	15	8	6	29	-8.261181	4.272708	
