
11	2	1	1	0	0.052528	0.000382	
11	2	1	2	23	0.649654	0.059588	
12	3	1	2	29	0.364130	0.018720	
12	3	1	1	3	1.391425	0.272669	
12	3	1	3	28	-0.327150	0.015073	
13	1	1	3	23	-0.060019	0.000498	
14	2	1	2	11	1.259427	0.222462	
14	2	1	1	7	0.733307	0.074979	
15	1	1	2	14	0.782686	0.086491	
16	3	1	1	11	2.236224	0.706036	
16	3	1	1	20	0.570865	0.046049	
16	3	1	1	25	-1.629690	0.374047	
17	2	1	3	25	-1.043659	0.151875	
17	2	1	1	5	1.277326	0.229784	
18	4	1	3	26	-0.850983	0.100974	
18	4	1	1	6	1.848775	0.482574	
18	4	1	2	8	1.267475	0.226253	
18	4	1	1	24	-1.863928	0.487269	
19	2	1	1	3	1.769427	0.440942	
19	2	1	2	8	1.055685	0.156958	
20	2	1	3	25	-0.065080	0.000591	
20	2	1	1	3	1.568527	0.346498	
21	1	1	1	5	1.091410	0.167065	
22	2	1	2	11	1.171002	0.193122	
22	2	1	1	4	1.983066	0.553848	
23	2	1	2	11	1.211039	0.207068	
23	2	1	1	1	1.389128	0.270642	
24	1	1	1	14	0.513846	0.037279	
25	2	1	1	7	0.964308	0.131289	
25	2	1	2	8	1.191058	0.199794	
26	3	1	3	10	0.148217	0.003094	
26	3	1	3	18	0.139774	0.002724	
26	3	1	2	29	-0.179473	0.004548	
27	2	1	1	17	0.058217	0.000477	
27	2	1	2	1	0.449195	0.028418	
28	3	1	1	2	1.146684	0.181957	
28	3	1	3	28	-0.034168	0.000164	
28	3	1	2	7	1.359074	0.260137	
29	1	1	1	8	0.929617	0.121709	
30	4	1	1	24	-0.813465	0.093427	
30	4	1	3	24	1.016968	0.141789	
30	4	1	2	3	0.564630	0.044713	
30	4	1	1	11	0.446016	0.028086	
31	2	1	3	16	-0.311300	0.013512	
31	2	1	1	4	0.631186	0.056109	
32	1	1	1	29	-0.382947	0.020722	
33	2	1	2	7	2.190889	0.676016	
33	2	1	1	2	1.344183	0.253412	
34	5	1	2	7	1.191547	0.199958	
34	5	1	3	2	-1.425331	0.286120	
34	5	1	3	20	0.140863	0.002767	
34	5	1	1	2	1.448993	0.294471	
34	5	1	1	23	-0.918584	0.119134	
35	1	1	1	9	0.395995	0.021993	
36	2	1	1	20	0.121467	0.002078	
36	2	1	2	21	0.312910	0.013824	
37	4	1	3	20	-0.116780	0.001902	
37	4	1	1	22	-0.186193	0.004899	
37	4	1	2	7	0.665265	0.062331	
37	4	1	2	15	0.201505	0.005733	
38	5	1	1	26	-0.820824	0.095204	
38	5	1	1	19	-0.081487	0.000938	
38	5	1	2	27	0.371336	0.019420	
38	5	1	1	2	1.041811	0.152226	
38	5	1	3	27	-0.895033	0.112354	
39	2	1	2	28	1.178797	0.196189	
39	2	1	1	6	0.797327	0.089757	
40	3	1	2	25	0.529823	0.039535	
40	3	1	2	3	0.386510	0.020952	
40	3	1	1	1	1.886745	0.496359	
41	4	1	1	11	-0.561087	0.044485	
41	4	1	2	7	1.013194	0.144578	
41	4	1	1	2	1.371063	0.264747	
41	4	1	3	26	-0.566374	0.044728	
42	3	1	3	8	0.243528	0.008352	
42	3	1	2	11	1.418256	0.282111	
42	3	1	1	2	0.963178	0.130114	
43	1	1	2	6	0.230172	0.007430	
44	1	1	3	28	-0.578045	0.047059	
45	3	1	2	16	0.558356	0.044053	
45	3	1	1	20	-1.490031	0.313723	
45	3	1	1	3	1.723708	0.418450	
46	3	1	1	3	1.220109	0.209659	
46	3	1	3	28	-0.811365	0.092715	
46	3	1	2	9	0.673924	0.063699	
47	2	1	2	5	0.798644	0.090054	
47	2	1	1	4	1.142813	0.183936	
48	2	1	2	18	-0.052929	0.000396	
48	2	1	1	6	0.431717	0.026314	
49	3	1	1	23	-1.492226	0.314648	
49	3	1	3	0	-0.085984	0.001044	
