
0.143412	0.767924	
0.279158	0.386749	
0.853909	0.655229	
0.703099	1.020529	
0.697774	0.741799	
0.156185	0.354066	
0.404148	0.590510	
0.364436	0.599292	
0.105368	1.051662	
0.547664	0.417292	
0.609868	0.515767	
0.434708	0.434302	
0.648595	0.307731	
0.260443	1.043665	
0.911338	0.376709	
0.246656	0.806956	
-0.314374	0.880095	
0.409273	0.583669	
0.786777	0.571721	
0.098530	0.633848	
0.199063	1.176718	
0.261433	0.645806	
0.187051	0.501471	
0.673379	1.165345	
0.655057	1.019326	
0.218095	0.486663	
0.116087	0.773867	
0.685313	0.469640	
0.219385	0.359271	
0.498791	0.465588	
0.065030	0.772772	
0.436747	0.609032	
0.257372	0.515611	
0.261091	1.640786	
0.797921	0.301034	
0.446429	1.085949	
0.106045	0.613958	
0.601693	0.379941	
0.304640	1.043828	
0.959246	0.434383	
0.527248	0.818026	
0.551451	0.713712	
1.102699	0.404499	
0.685646	0.953245	
0.638570	0.949965	
0.521190	1.393182	
0.826102	0.442592	
0.284869	0.323345	
0.369224	0.658021	
0.524714	0.487213	
0.579614	0.712557	
0.720730	1.198801	
0.309666	0.928371	
0.290644	1.743456	
0.632989	0.492328	
0.659911	0.596211	
0.672827	0.459268	
0.559909	0.763871	
0.326585	0.917075	
1.113848	0.765012	
0.713082	0.576606	
0.762701	0.485724	
0.741786	0.880463	
0.428699	0.719893	
0.693443	0.375299	
0.642677	0.360580	
0.187183	0.723597	
0.664574	0.698664	
0.882302	0.386535	
-0.011307	0.660412	
1.272472	0.678082	
0.664204	0.628411	
0.635393	1.280296	
0.576504	0.880128	
0.451688	0.285924	
0.243019	0.948812	
0.314201	0.436423	
0.621743	0.892477	
0.415270	0.674705	
0.314342	0.531631	
0.897908	0.308896	
0.501510	0.287016	
0.913572	0.750664	
0.605627	0.415948	
0.718834	0.886324	
0.528075	0.979841	
0.546203	0.989755	
0.876827	0.728928	
0.390656	0.627555	
0.775258	1.288889	
0.741030	1.227047	
0.619940	0.612703	
-0.078156	0.451412	
0.372348	0.505916	
1.036220	0.368840	
0.729370	0.412379	
0.981493	0.850338	
0.081818	0.559861	
0.549586	0.825214	
0.134325	0.404277	
0.968365	0.581848	
0.880519	0.903548	
0.171937	0.570727	
0.140363	0.662522	
0.890095	0.379728	
0.601817	0.545840	
0.458689	0.875570	
0.753526	1.448833	
0.673429	0.331564	
0.446566	1.282634	
0.422731	0.596050	
0.466048	0.871059	
0.104863	0.811547	
0.378414	0.683646	
0.539688	0.624796	
0.403931	0.573940	
0.493395	1.539734	
0.483508	0.543081	
0.705538	1.387146	
0.170556	0.777407	
0.253059	0.241058	
0.536652	1.206511	
1.091021	0.636546	
0.548566	0.452443	
0.153020	0.397206	
0.390075	1.340943	
0.148387	0.849308	
0.444526	0.632372	
0.815840	0.635627	
0.068888	1.882673	
0.588946	1.256957	
0.191829	0.968007	
0.731222	1.047992	
-0.055809	0.867029	
0.839669	1.134128	
-0.121991	0.425154	
0.514342	0.228660	
0.801202	0.540041	
0.274691	0.749263	
0.542025	0.472639	
0.541833	0.602762	
-0.138664	0.487487	
0.927192	0.477437	
0.452883	1.113428	
0.070346	0.987452	
0.692233	1.726187	
0.646024	0.562387	
0.149291	0.635613	
0.978523	0.920519	
0.330456	1.191846	
0.860812	0.465355	
0.462357	0.432812	
0.377021	0.709885	
0.259043	0.800218	
0.264735	0.738734	
0.670154	0.560232	
0.664164	0.377308	
0.839206	0.418902	
0.498760	0.851569	
0.696875	0.667378	
0.672839	0.725266	
0.842829	0.585656	
0.513724	0.412746	
0.130448	0.667866	
0.764362	1.213655	
0.848136	0.509110	
0.682442	0.552118	
0.606728	0.853058	
0.835806	0.545358	
0.280948	0.652083	
0.311306	0.763260	
0.843439	2.307574	
0.625701	0.732815	
0.329710	0.487883	
0.392600	0.821041	
0.661078	0.408804	
0.188866	0.473441	
0.430320	0.714620	
0.872692	0.851350	
0.349277	0.934284	
0.837959	2.031933	
0.487666	0.830687	
0.251135	0.660647	
0.386601	0.459306	
0.924732	0.683093	
0.789958	0.418498	
0.314355	0.702340	
0.646200	0.576019	
0.778545	0.548532	
0.477031	2.121160	
0.536276	0.826875	
0.285684	0.386872	
0.121024	0.504061	
0.569108	1.021436	
0.198803	1.389878	
0.298064	0.477649	
0.576999	0.777115	
0.200659	0.446325	
-0.373269	0.693653	
0.496984	0.484427	
0.545887	1.146456	
0.533771	0.866022	
-0.028021	0.381665	
0.697961	0.666066	
0.395861	0.784474	
0.778781	0.924615	
-0.145061	0.813773	
0.493410	0.429726	
0.600941	0.570552	
0.657157	0.307262	
0.702761	0.388413	
0.888358	0.626129	
1.034531	0.589752	
0.047227	0.744174	
0.289705	0.336479	
0.204314	0.381163	
0.037586	0.269897	
0.591234	0.756504	
0.743718	1.091862	
0.470500	1.236570	
0.426876	0.536949	
0.013636	0.625819	
0.638088	0.902536	
0.077449	1.292013	
0.516507	0.327699	
0.204861	0.451037	
-0.059112	1.630960	
0.443829	0.763141	
0.082124	0.811357	
1.097188	0.645726	
0.210541	0.460165	
0.100580	0.458342	
0.725876	0.976785	
0.740772	1.251771	
0.525521	0.438516	
-0.063062	0.513524	
0.276705	0.970233	
0.588332	0.489648	
0.626096	1.113923	
0.428161	0.548586	
0.140859	1.401057	
0.908966	1.613918	
0.663996	0.352087	
0.588027	2.900995	
0.491615	0.580475	
0.288842	0.345966	
0.276756	0.510036	
0.499009	0.500065	
0.543041	0.615840	
0.567123	0.259688	
0.881704	0.503244	
0.922437	0.597870	
0.421089	0.646431	
0.470716	0.711945	
0.377604	0.502652	
0.494339	0.440333	
0.345296	0.465050	
0.345463	0.642296	
0.386193	0.874393	
0.326085	0.660973	
0.162915	0.375174	
0.361636	0.984628	
0.701247	0.343810	
0.852800	0.558296	
0.241605	0.517794	
0.886149	2.131078	
0.648594	3.251067	
0.015502	0.470410	
0.998442	0.723656	
0.449163	0.504254	
0.675842	0.487514	
0.682385	0.638148	
0.884218	0.564954	
0.276419	0.577345	
0.152101	0.925638	
0.462932	1.519411	
0.370554	1.372930	
0.194248	0.807126	
0.334330	1.276144	
0.261450	0.529268	
0.441514	0.537644	
0.423850	0.961850	
0.682106	0.807867	
0.578520	0.554790	
0.335362	0.567751	
0.441420	0.697199	
0.424980	0.727580	
0.317490	0.431881	
0.728307	0.520998	
0.561957	0.299084	
0.662551	0.347206	
0.412616	0.470533	
0.699452	0.463878	
0.605470	1.002035	
0.321632	0.443229	
0.465132	0.498265	
0.355242	0.633161	
1.121571	0.844241	
0.431884	1.149570	
0.494602	0.698419	
0.780461	0.644942	
0.913735	0.549867	
0.437072	0.851713	
0.117641	0.403727	
0.697632	0.940178	
0.862113	0.336089	
0.305235	0.471378	
0.758347	0.286998	
0.798397	0.578262	
0.477411	0.704890	
0.828008	0.526425	
0.324188	0.292435	
0.900197	0.830711	
0.563015	0.260572	
1.015231	0.543779	
0.388660	0.452266	
0.540090	0.794941	
0.123046	0.654568	
-0.027896	0.803069	
0.734272	0.297589	
0.352594	0.892283	
0.032480	0.843838	
0.472440	0.839814	
0.606855	0.500547	
0.309123	0.720859	
0.601017	0.367055	
0.344209	0.241956	
0.234501	1.473103	
0.582535	0.391352	
0.756640	0.793169	
0.520765	0.612027	
0.865945	0.629528	
0.470641	0.598829	
0.554984	0.552037	
0.502958	0.467980	
0.259121	0.703685	
0.679755	1.640922	
0.542136	0.488489	
0.642518	0.762309	
0.521214	0.494831	
0.411985	1.303711	
0.922812	0.375171	
0.226579	0.436366	
0.333657	0.442644	
0.527802	0.259561	
0.560468	0.694627	
0.738658	0.517866	
0.827528	0.822019	
0.885948	0.367094	
0.836742	0.568026	
0.855143	1.574173	
0.877735	0.907613	
0.641118	0.651386	
0.218629	0.920143	
0.428918	0.961266	
0.868373	0.630414	
0.545854	0.663519	
0.444262	0.586390	
0.404877	1.227656	
0.024250	1.247147	
0.890940	0.805971	
0.728620	0.391051	
0.913704	0.821732	
0.076084	0.803788	
0.503991	0.571877	
0.645350	0.600470	
0.270771	0.454941	
0.898183	1.072569	
0.591821	0.644120	
0.472309	0.580679	
0.875191	0.885544	
0.834647	0.510538	
0.288578	0.504129	
0.670214	0.447517	
0.684670	0.389047	
0.674176	1.195889	
0.933026	1.316206	
0.282538	0.335425	
0.053345	0.475707	
0.451924	0.712926	
0.451215	0.452031	
0.727343	2.828441	
0.465483	1.154044	
0.827187	0.340148	
0.345755	0.657461	
0.335002	0.757975	
0.143329	0.442034	
0.132373	0.504178	
0.138022	1.057289	
0.568804	0.318781	
1.066017	0.957491	
0.522881	0.643275	
0.268461	0.378886	
0.234490	0.368310	
0.848624	0.846006	
0.638323	0.587994	
0.301024	0.515517	
0.631224	0.290285	
0.222452	0.349374	
-0.041849	0.490279	
0.422781	0.522999	
0.279997	1.291370	
0.665185	0.440154	
0.276577	0.290389	
0.896165	0.548906	
0.653927	1.256999	
0.585550	0.611955	
0.681062	0.892251	
0.517643	0.452497	
0.001995	0.683560	
0.712676	0.617433	
0.589817	0.385950	
0.467668	0.429088	
0.459004	0.536651	
0.545198	0.403718	
0.778062	0.548383	
0.495823	0.484885	
0.232741	0.388623	
0.459601	0.498408	
0.793872	0.602306	
0.752806	0.937848	
0.725108	0.497790	
0.716942	0.580474	
0.387278	0.373149	
0.399226	0.809016	
0.770762	1.233509	
0.038771	0.574420	
0.361570	0.496578	
0.303906	0.666855	
0.422811	1.077882	
0.722440	0.434230	
1.099013	1.067361	
1.064230	0.718295	
0.905677	0.545928	
0.852952	2.032482	
0.417126	0.500213	
0.735764	0.659248	
0.264490	0.561170	
0.245539	0.373535	
0.334002	1.543896	
0.004676	0.703020	
0.292770	0.775866	
0.576102	1.270449	
0.770979	0.661978	
0.723291	1.095057	
0.651144	0.261688	
