
11	7	10.658987	1.391161	0.222119	0.853960	0.059970	0.091733	1.136050	
12	7	10.584151	1.149371	0.021794	0.495701	0.306463	0.645616	0.823958	
13	7	9.943779	1.347531	0.180010	1.129910	0.000498	-0.039004	1.310418	
14	9	9.524279	0.910695	0.379149	0.832060	0.297441	0.199600	1.508650	
15	8	9.032930	1.056303	0.234446	0.868011	0.086491	0.373694	1.188947	
16	6	10.082625	0.818307	0.000000	0.586410	1.126132	0.088096	1.712541	
17	8	9.962300	1.276806	0.005076	1.054314	0.381659	-0.098911	1.441050	
18	9	9.774865	0.901914	0.205450	0.679509	1.297071	-0.464999	2.182030	
19	7	9.624923	1.228529	0.000000	0.355411	0.597901	0.437104	0.953312	
20	6	9.950967	0.951405	0.000000	0.903644	0.347088	0.416807	1.250732	
21	6	10.221044	1.564181	0.000015	0.499431	0.167065	0.388252	0.666511	
22	7	9.750160	0.901340	0.000000	0.734206	0.746970	0.236428	1.481176	
23	7	9.544896	0.807351	0.195683	0.972513	0.477710	0.165688	1.645906	
24	7	9.144123	1.518046	0.084373	0.498817	0.037279	0.480429	0.620469	
25	7	10.026919	1.192201	0.114606	0.608250	0.331083	0.372805	1.053939	
26	8	10.274616	1.712306	0.451272	0.333725	0.010366	0.111275	0.795364	
27	9	10.560662	1.326827	0.718615	0.656101	0.028895	-0.111493	1.403611	
28	6	9.450037	1.104610	0.064874	0.460075	0.442258	0.547127	0.967208	
29	7	9.627052	1.447458	0.176374	0.384987	0.121709	0.488416	0.683071	
30	7	10.129618	1.082134	0.495831	0.800446	0.308016	-0.067482	1.604293	
31	7	9.687092	1.248010	0.133194	0.946236	0.069621	0.221883	1.149051	
32	8	9.915963	0.924383	0.411917	1.506748	0.020722	-0.244826	1.939387	
33	9	9.138788	0.861896	0.314573	0.740414	0.929428	-0.227366	1.984415	
34	8	10.433450	0.779144	0.527919	1.067787	0.902449	-0.658354	2.498155	
35	7	9.890415	0.954673	0.161766	0.690824	0.021993	0.789688	0.874583	
36	9	9.129687	1.231590	0.150278	0.677996	0.015902	0.543179	0.844176	
37	8	9.366707	1.280794	0.446574	0.595961	0.074864	0.220752	1.117399	
38	8	9.972139	0.977456	0.389015	0.431637	0.380141	0.440695	1.200793	
39	8	10.088476	1.200506	0.178910	1.136765	0.285946	-0.183183	1.601621	
40	6	10.003993	1.544766	0.002097	0.805018	0.556846	-0.289784	1.363962	
41	9	9.712029	0.644565	0.386473	1.093339	0.498538	-0.003971	1.978350	
42	9	9.520708	1.450302	0.307042	0.760026	0.420577	-0.319003	1.487646	
43	6	10.358256	1.199651	0.198377	0.426605	0.007430	0.786882	0.632412	
44	8	9.975722	1.669577	0.403920	0.473282	0.047059	0.025107	0.924261	
45	8	10.027132	0.948577	0.061765	1.081005	0.776226	-0.248628	1.918996	
46	7	9.616919	1.383659	0.000000	0.519100	0.366073	0.350113	0.885173	
47	8	9.889498	1.322062	0.494513	0.896735	0.273990	-0.368356	1.665238	
48	7	10.121918	1.275767	0.329721	0.638944	0.026710	0.347803	0.995375	
49	6	9.854010	1.479482	0.000000	0.440304	0.799450	-0.100291	1.239754	
50	6	10.019787	1.435246	1.123858	0.688539	0.099085	-0.727783	1.911482	
51	6	10.124505	0.930986	1.594097	0.621015	0.457179	-0.984332	2.672291	
52	8	9.679542	0.958288	0.223495	0.783793	0.710506	-0.057138	1.717794	
53	9	9.859946	1.284354	0.636127	0.956759	0.373214	-0.631510	1.966101	
54	8	10.045735	0.810539	0.318123	0.965624	0.137093	0.387565	1.420841	
55	7	10.578264	1.003577	0.071092	0.523268	0.638304	0.382704	1.232664	
56	6	9.871454	1.981873	0.252780	0.352410	0.000000	0.031881	0.605190	
57	6	9.928290	1.273567	0.299396	0.466530	0.714676	-0.135224	1.480602	
58	5	10.043406	1.841917	0.487586	0.763677	0.100709	-0.574945	1.351972	
59	7	10.463481	0.786016	0.224184	0.967920	0.886347	-0.245523	2.078451	
60	5	10.065705	1.572706	0.003864	0.594500	0.603823	-0.155949	1.202187	
61	8	9.771665	1.426051	0.008595	0.586081	0.439360	0.158858	1.034035	
62	8	9.346578	1.204096	0.337224	0.984526	0.843386	-0.750287	2.165136	
63	7	10.836128	1.495307	0.182140	0.274327	0.372033	0.295138	0.828499	
64	9	10.075892	1.044623	0.024002	1.311204	0.767415	-0.528299	2.102621	
65	6	10.502366	1.406121	0.000000	0.462265	0.307201	0.443357	0.769466	
66	8	10.601094	1.094494	0.070766	1.296874	0.343140	-0.186329	1.710780	
67	8	9.658196	0.777322	0.115062	0.821952	1.009716	-0.105107	1.946730	
68	5	10.078157	1.149418	0.455972	0.980776	0.928802	-0.896023	2.365550	
69	7	10.687520	0.753662	0.653251	1.015967	0.548357	-0.352292	2.217575	
70	7	9.540092	1.118954	0.000000	0.513310	0.591786	0.394894	1.105096	
