
11	5	9.080826	1.072956	1.226200	0.858637	0.863855	-1.383719	2.948693	
12	7	9.945842	0.546848	1.382756	0.731594	2.144852	-2.168120	4.259202	
13	5	9.653332	0.718627	1.007479	0.426438	0.788098	-0.302712	2.222015	
14	7	9.913580	0.970604	0.511194	0.567389	0.727786	-0.139043	1.806369	
15	6	10.532034	0.901357	0.823307	0.982641	0.552192	-0.621567	2.358140	
16	7	10.623546	1.006180	0.773649	0.715561	0.681434	-0.538895	2.170645	
17	7	9.604267	0.798168	0.660874	0.600980	0.494622	0.083285	1.756476	
18	6	9.601809	1.015467	0.415029	0.439591	0.298745	0.469097	1.153366	
19	8	10.529525	0.694231	1.169313	0.427784	0.865075	-0.518473	2.462171	
20	6	10.453720	0.587368	0.956344	0.611948	0.564309	-0.082040	2.132601	
21	7	10.116797	0.903031	0.699196	0.447794	0.759405	-0.171497	1.906396	
22	8	9.731269	0.653119	0.442126	0.454368	0.736309	0.352007	1.632803	
23	7	9.337447	0.907712	0.791204	0.833462	1.439627	-1.334076	3.064294	
24	8	9.758047	0.750434	1.086868	0.743186	1.198391	-1.140949	3.028445	
25	9	10.007474	0.895835	0.761775	0.688864	0.368065	-0.076610	1.818704	
26	8	10.388313	1.039670	0.936494	0.515976	0.346141	-0.200352	1.798612	
27	6	10.833413	0.512959	0.881672	0.832819	0.706732	-0.296252	2.421223	
28	7	9.815184	0.453259	0.927404	0.383364	0.536443	0.337460	1.847210	
29	9	9.749189	0.613600	0.569332	0.590443	0.312802	0.551752	1.472578	
30	7	10.077402	0.807123	0.359379	0.565226	0.894072	0.012129	1.818677	
31	9	10.226689	0.787121	1.328349	0.589407	0.540187	-0.607134	2.457943	
32	9	9.553476	0.793532	1.181699	0.500084	0.559753	-0.397137	2.241535	
33	7	9.781963	0.945794	0.745434	0.649069	1.058874	-0.761241	2.453377	
34	7	9.975823	0.566913	0.517220	0.714104	0.601803	0.237890	1.833127	
35	7	10.689294	0.764738	0.867848	0.601687	0.740845	-0.337188	2.210379	
36	7	9.739463	0.877230	1.075849	0.553623	1.108484	-0.977258	2.737957	
37	6	9.763286	0.871365	0.825497	0.583252	0.481369	-0.123553	1.890118	
38	7	10.357070	0.496369	0.966145	0.715494	0.860397	-0.400475	2.542036	
39	8	9.664603	0.491799	1.675496	0.553641	0.913429	-0.996436	3.142567	
40	8	10.193551	0.721977	0.887105	0.731167	0.744375	-0.446695	2.362647	
41	6	10.062488	0.645938	0.856086	0.592461	0.267449	0.275995	1.715996	
42	9	9.699488	0.854219	0.424359	1.117635	0.530950	-0.289234	2.072944	
43	6	9.774985	0.773312	0.526608	0.531504	0.754828	0.051677	1.812940	
44	7	10.095470	0.891639	0.735223	0.541555	1.217790	-0.748278	2.494568	
45	7	9.676000	0.578144	0.653094	0.804264	0.745856	-0.143428	2.203213	
46	7	10.381008	0.778477	0.699910	0.571401	0.875725	-0.287584	2.147036	
